,transportation_type,level_1,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
0,driving,2020-01-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1,driving,2020-01-14,106.22892857142858,102.79166666666667,102.44125000000001,102.64063829787233,100.79013513513516,98.8225641025641,105.7309090909091,97.84333333333332,101.52507462686566,102.54212962962963,112.52,101.29666666666667,99.23052631578946,102.70264705882353,102.92174999999997,104.96220000000001,105.91571428571426,102.38393939393941,105.26274509803923,104.24071428571429,103.39269230769231,104.14874999999999,102.59333333333333,100.10038461538463,100.23864406779661,102.16984126984129,96.83181818181816,104.38304347826083,99.34636363636363,100.511,103.3857142857143,101.39777777777778,102.54424242424244,101.03887640449439,96.97727272727273,102.56112359550565,102.58518518518518,100.76275862068965,101.73043478260868,106.12499999999999,107.19500000000001,101.49733333333336,105.63272727272728,102.19068493150685,101.34586387434555,103.36,99.10416666666667,93.83500000000001,100.42677083333336,95.82032258064515,101.71423076923078,102.64056603773585,108.39916666666666
2,driving,2020-01-15,103.90428571428576,101.54333333333334,106.01750000000001,99.37680851063828,104.58635135135135,101.60717948717948,108.34181818181818,101.12666666666667,103.64671641791048,103.86972222222226,114.65,107.06833333333333,108.68263157894735,101.85205882352939,102.42900000000002,96.80100000000006,103.11514285714287,100.83560606060608,103.49568627450982,106.54357142857144,106.13423076923078,108.365625,104.26227272727273,91.06173076923079,100.76271186440681,101.03507936507937,97.67636363636365,102.80347826086957,107.50818181818181,103.03,105.97142857142858,104.35592592592593,103.51212121212122,103.53292134831462,90.1409090909091,104.05415730337079,100.63759259259258,105.858275862069,103.63869565217387,114.75437499999998,109.73166666666667,106.49577777777776,100.52636363636363,100.9620547945205,101.26036649214653,111.98666666666666,101.8075,100.645,105.13458333333334,97.58258064516126,103.79500000000002,98.12830188679246,107.19416666666666
3,driving,2020-01-16,112.42625000000001,107.295,112.265,107.29191489361706,106.60608108108107,110.0528205128205,109.50636363636364,103.09333333333332,110.5523880597015,112.28416666666668,125.74,105.86500000000001,113.66526315789473,108.50088235294116,106.63487500000004,115.86700000000002,112.51657142857142,108.50075757575756,107.11333333333334,76.80499999999999,109.70807692307692,108.086875,109.55545454545452,108.50115384615387,112.7694915254237,109.23619047619047,104.08909090909088,115.06217391304345,104.83363636363634,95.926,109.10238095238094,108.10333333333334,102.40424242424241,111.06370786516854,102.51818181818182,106.21797752808992,103.985,110.94448275862072,105.43739130434777,116.79875,110.42,113.9362222222222,113.74545454545455,109.44931506849314,105.69570680628277,125.18055555555556,97.57416666666667,99.75999999999999,109.0084375,107.14387096774195,106.70615384615385,109.98320754716981,109.06083333333333
4,driving,2020-01-17,146.91232142857137,129.66666666666669,144.551875,131.6844680851064,132.54729729729726,149.26743589743592,129.34636363636366,120.20333333333333,135.15880597014922,140.87981481481484,140.89,116.15166666666666,147.29263157894735,112.41544117647057,124.30424999999995,71.84559999999999,104.05799999999999,127.1283333333333,130.10039215686277,130.77714285714288,134.55692307692306,127.07812500000001,149.89878787878786,88.17596153846155,139.90355932203386,90.43396825396829,125.02545454545452,85.73043478260871,132.44636363636366,146.35899999999998,122.80761904761906,141.87259259259258,129.5968181818182,142.45865168539322,102.33454545454546,126.54303370786515,123.02333333333334,138.5444827586207,127.84521739130432,129.193125,128.57666666666668,142.1311111111111,94.88818181818182,133.9586301369863,131.52586387434556,162.06722222222226,157.50166666666667,106.39500000000001,133.20979166666666,139.16451612903222,127.50653846153847,125.63641509433965,133.8783333333333
5,driving,2020-01-18,124.91285714285716,129.235,147.518125,122.4376595744681,130.11432432432437,140.0023076923077,102.00818181818182,101.60333333333334,125.14865671641795,127.70694444444442,125.46,116.23333333333333,137.52894736842106,111.22647058823529,112.08562499999998,77.96079999999999,130.96885714285713,117.42772727272725,116.75156862745098,126.8485714285714,106.35576923076923,108.73500000000001,109.15484848484849,77.19884615384613,123.74898305084743,124.87936507936507,127.97545454545455,118.78869565217393,131.33090909090907,147.398,97.95666666666668,138.34851851851855,105.35939393939397,129.81674157303374,82.85363636363637,108.86112359550569,122.71925925925929,139.8955172413793,86.9330434782609,128.23749999999998,111.57833333333333,121.0471111111111,94.39727272727272,119.46698630136991,123.62010471204187,154.76944444444445,160.4658333333333,110.795,116.83937500000008,136.04677419354834,105.87346153846154,107.24037735849059,153.82333333333335
6,driving,2020-01-19,99.95160714285713,94.89833333333333,118.80812499999999,91.10404255319149,104.87675675675669,114.33487179487183,96.49272727272728,87.00999999999999,96.41149253731342,101.135462962963,124.23,99.39166666666667,92.5657894736842,94.21147058823531,84.72475,87.05300000000001,93.44200000000001,88.58651515151517,91.27666666666666,96.20285714285716,99.59423076923078,93.620625,102.37257575757576,92.46365384615385,94.73508474576269,93.76714285714286,99.86999999999999,99.45913043478262,106.4909090909091,134.007,94.57857142857144,115.56037037037038,98.64196969696971,103.42640449438201,82.2118181818182,89.89258426966292,91.36351851851853,121.77344827586205,94.7482608695652,103.11812499999999,98.99666666666667,93.38244444444449,98.72272727272728,94.4209589041096,98.66759162303664,115.28222222222222,148.385,98.97,101.78583333333341,111.57064516129032,88.95576923076925,103.5556603773585,111.505
7,driving,2020-01-20,118.80607142857147,99.93666666666667,124.19687499999998,105.88191489361704,113.88716216216216,117.63435897435897,111.00545454545454,98.61333333333334,111.78119402985074,116.28935185185186,116.14,102.56166666666667,119.12105263157893,108.24588235294117,102.46662499999998,106.17899999999997,108.50028571428572,104.95272727272724,105.4662745098039,118.42214285714284,110.13961538461538,108.771875,112.42272727272729,105.16903846153846,111.981186440678,114.20063492063494,104.61545454545453,105.29739130434783,117.83454545454543,140.61799999999997,103.81428571428572,118.2562962962963,111.32681818181821,117.623595505618,103.90818181818182,102.92752808988766,107.5596296296296,125.18517241379313,108.74391304347826,100.66312500000001,104.75833333333333,113.75911111111108,111.39090909090909,109.57931506849314,110.80371727748687,148.28444444444446,149.5016666666667,99.88499999999999,112.57656250000007,124.69258064516129,106.68115384615385,109.44905660377357,109.82666666666665
8,driving,2020-01-21,103.45071428571428,105.63000000000001,105.3025,99.92425531914893,103.23081081081081,95.37435897435897,104.61545454545454,95.65666666666668,101.22000000000001,103.11592592592586,120.94,103.57499999999999,106.60105263157895,100.52382352941174,100.09987500000003,104.89000000000001,105.35657142857141,100.34803030303033,103.64568627450979,102.76142857142858,101.09923076923074,103.45375,104.40030303030301,98.99538461538462,104.13033898305086,98.82936507936513,99.41818181818181,106.48913043478261,104.10636363636367,100.725,101.19666666666664,96.82518518518519,103.28909090909089,105.27191011235958,101.68909090909092,101.28764044943823,99.54111111111109,107.10068965517245,100.53420289855075,112.488125,110.11666666666666,103.27155555555552,104.31999999999998,101.14260273972607,102.52848167539268,107.41277777777778,97.82000000000001,96.65,99.83312500000005,117.18838709677418,100.49,101.40773584905664,104.90749999999998
9,driving,2020-01-22,102.40160714285716,104.46833333333332,104.7075,89.2212765957447,104.6241891891892,96.96051282051282,105.27363636363636,96.83333333333333,100.35134328358214,102.65194444444444,115.99,104.59500000000003,108.53736842105263,100.40058823529415,101.60137499999999,87.91040000000001,88.50171428571429,100.44893939393941,101.26529411764702,104.28785714285713,104.40653846153847,106.55375000000002,102.98818181818183,94.965,100.73101694915255,88.52603174603179,98.06090909090908,86.15347826086956,106.15181818181817,100.93799999999999,102.49380952380955,102.02111111111111,103.34121212121215,103.13089887640449,101.93272727272728,101.80303370786518,89.45018518518518,107.0272413793104,101.96652173913043,112.73500000000001,109.45499999999998,103.95111111111108,103.65454545454544,100.24671232876715,95.98947643979056,107.68333333333334,97.51833333333333,98.86500000000001,100.2925,116.62064516129033,100.47692307692309,98.58226415094339,100.06916666666666
10,driving,2020-01-23,106.16714285714286,102.10000000000001,113.71749999999999,99.49148936170214,108.12513513513512,109.57000000000001,108.99454545454545,98.08999999999999,105.72194029850743,108.33194444444443,121.28,107.67666666666668,113.73263157894739,96.51176470588236,105.19374999999995,98.29259999999998,102.96485714285716,106.61212121212125,104.64705882352939,108.78571428571426,109.25884615384615,106.30937500000003,110.04939393939395,107.45288461538462,103.07491525423733,89.86984126984127,106.40272727272728,93.96608695652175,109.97363636363637,106.867,105.6704761904762,107.01481481481478,108.41621212121211,108.61033707865172,107.32363636363635,106.16932584269661,105.225,115.61827586206896,104.60115942028987,122.03312500000001,116.35166666666667,109.60311111111113,108.91454545454545,104.87520547945208,105.16099476439788,124.25444444444446,107.87416666666668,91.005,105.31250000000001,122.49516129032256,107.72153846153846,103.84358490566035,109.19416666666667
11,driving,2020-01-24,132.29089285714286,120.58666666666666,134.10687499999997,124.96957446808511,128.83445945945945,132.9076923076923,129.40909090909088,117.76333333333334,125.26731343283579,128.3097222222222,136.4,110.87666666666667,138.00526315789475,118.00161764705886,122.50999999999996,125.67059999999998,122.92914285714285,123.37530303030303,126.37862745098042,134.65714285714284,129.47615384615384,125.43312499999999,138.75030303030303,137.83365384615388,133.15474576271188,107.53301587301588,126.53909090909089,128.25826086956522,127.81090909090908,142.739,121.69761904761906,121.6814814814815,129.55863636363642,128.33449438202243,128.9881818181818,122.9312359550562,124.07314814814818,138.22,125.7276811594203,134.88125000000002,137.4333333333333,125.77733333333335,145.38181818181818,123.6078082191781,130.2780628272252,155.47944444444445,149.7625,99.85,126.40166666666663,145.53999999999996,124.03115384615384,132.52339622641506,125.58333333333331
12,driving,2020-01-25,128.36982142857147,115.09666666666665,133.41187499999998,119.74425531914896,124.82635135135132,137.0874358974359,122.52999999999999,104.09666666666668,118.95805970149254,128.8665740740741,130.14,110.90333333333335,136.82368421052632,124.24735294117649,119.18512500000004,149.17119999999997,129.308,120.63666666666668,119.72392156862747,134.71071428571432,126.59730769230768,119.02250000000002,141.46333333333325,145.41807692307688,125.77237288135592,125.1995238095238,125.51454545454548,141.64260869565217,128.1990909090909,156.16199999999998,114.41142857142856,123.43222222222222,125.07969696969694,128.66921348314605,119.1590909090909,124.09146067415733,119.47222222222226,143.67482758620696,118.17014492753627,135.174375,129.81333333333333,122.57311111111113,154.60272727272726,118.84082191780823,120.79476439790581,162.31333333333333,154.95333333333332,112.91,125.62718750000005,147.60290322580644,116.14307692307692,142.79018867924526,130.32000000000002
13,driving,2020-01-26,94.27125000000001,85.50833333333333,107.27499999999999,86.56468085106383,101.7145945945946,118.74666666666664,94.99363636363637,80.48333333333333,94.60298507462686,93.4667592592593,119.18,90.33999999999999,90.38368421052631,93.48926470588233,87.16225,105.94339999999998,93.7717142857143,86.36772727272728,78.33490196078432,102.16857142857144,98.70230769230768,92.408125,102.28318181818183,105.25461538461538,87.3957627118644,92.78603174603175,94.87636363636362,103.14173913043481,101.50363636363636,125.221,91.10952380952382,103.56407407407407,97.67515151515154,95.47573033707869,84.85545454545453,88.83292134831461,87.35888888888891,112.7437931034483,91.51405797101448,96.825,100.80499999999999,88.58644444444442,107.70363636363636,85.94068493150687,94.08743455497381,113.85111111111112,128.46916666666667,94.095,94.06541666666668,112.94516129032256,87.87538461538462,109.23830188679244,105.015
14,driving,2020-01-27,100.48160714285711,99.37666666666667,101.493125,97.89808510638296,100.88554054054056,91.5802564102564,96.5218181818182,92.60000000000001,98.21373134328358,100.0119444444444,120.91,98.05,102.51473684210526,95.19382352941177,94.95462500000002,100.90180000000001,100.64685714285716,96.05666666666666,97.93294117647062,97.885,100.35153846153845,95.739375,98.4040909090909,94.46557692307692,99.04915254237287,96.28095238095236,98.97090909090907,100.3213043478261,105.8009090909091,94.35000000000001,96.4447619047619,95.4137037037037,95.93606060606061,99.81842696629218,95.55090909090909,96.02685393258426,98.50462962962959,104.99517241379309,95.32811594202899,110.33624999999999,101.77833333333335,98.3782222222222,98.8309090909091,97.53589041095887,99.13685863874353,113.40944444444443,94.35000000000001,91.765,98.48843750000002,113.18032258064518,96.96076923076927,96.28226415094339,96.99083333333333
15,driving,2020-01-28,102.43124999999999,99.45333333333333,102.801875,98.52872340425527,101.73527027027029,92.2948717948718,99.89636363636363,94.08,100.28104477611942,103.92898148148149,128.25,99.09166666666665,106.4815789473684,99.61382352941177,100.85175000000002,105.1194,92.77571428571427,98.99409090909089,100.43509803921573,101.6842857142857,100.5646153846154,100.028125,101.9812121212121,96.97538461538463,104.31932203389829,98.67492063492065,97.66090909090909,104.52869565217391,105.58727272727273,94.878,104.94999999999999,99.21592592592593,99.60939393939393,104.17157303370784,103.0409090909091,101.32438202247185,89.11351851851852,105.68827586206899,99.28173913043479,114.25625,105.64833333333333,102.47488888888887,101.92909090909092,101.53904109589044,98.41015706806284,108.23555555555555,93.13833333333334,98.42,99.22604166666663,114.2067741935484,99.24192307692306,100.51943396226415,106.59416666666668
16,driving,2020-01-29,98.19232142857142,100.73000000000002,105.553125,97.74787234042553,102.19594594594597,91.58589743589745,102.43545454545456,96.63666666666667,100.47567164179105,101.32111111111107,131.01,97.555,108.81473684210526,99.7510294117647,100.53312500000001,101.1542,99.9297142857143,99.98121212121211,101.575294117647,100.94142857142857,103.88730769230769,102.43125,103.61439393939396,96.31923076923074,97.73694915254234,94.37000000000002,100.35090909090908,102.25347826086956,108.24636363636364,99.28299999999999,100.62952380952382,101.78592592592592,100.96848484848483,102.19999999999999,102.87272727272726,101.04314606741573,93.177962962963,107.48000000000003,100.42536231884057,113.55874999999999,108.23833333333334,102.2773333333333,102.33636363636364,99.88109589041095,99.64109947643982,113.38944444444445,96.16333333333334,94.44,99.1132291666667,114.48064516129034,100.29076923076924,100.83415094339624,103.35666666666667
