,transportation_type,level_1,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
17,driving,2020-01-30,112.55017857142863,101.34666666666665,114.01062500000002,104.47425531914895,107.9860810810811,102.32487179487178,106.71272727272729,99.69333333333333,109.05179104477612,113.49703703703706,131.97,102.74666666666667,115.81473684210526,106.9201470588235,105.18987500000003,112.13800000000003,109.03628571428573,106.58060606060606,106.38490196078433,106.21928571428573,108.20153846153848,105.01062499999999,110.50015151515146,105.92211538461538,109.99406779661018,105.09873015873013,106.44181818181819,109.8908695652174,113.60727272727269,106.048,103.53047619047618,109.79037037037038,105.20939393939398,108.15269662921347,108.09818181818181,105.63213483146068,105.1492592592593,116.43448275862067,104.3633333333333,122.333125,110.765,113.55000000000004,112.51727272727271,109.75589041095888,106.35486910994766,118.60944444444443,105.70916666666665,96.82,105.5979166666666,123.03548387096772,107.60192307692309,108.92433962264148,117.23333333333333
18,driving,2020-01-31,136.49875000000006,119.54666666666667,134.6,127.77021276595744,128.71499999999997,124.37461538461538,130.0027272727273,118.43333333333334,127.52044776119403,134.27101851851853,142.38,108.61833333333333,142.68105263157895,126.48352941176469,124.61487500000001,136.4944,130.62600000000003,126.2168181818182,127.8460784313725,133.6185714285714,131.62884615384613,125.011875,140.95530303030304,137.31903846153847,134.37372881355935,127.89079365079368,124.99636363636364,132.31695652173912,131.07818181818186,142.90499999999997,119.00666666666669,132.09962962962967,129.25242424242427,126.96595505617977,124.68454545454547,124.86134831460679,127.62388888888889,140.33379310344833,127.33333333333333,138.33687499999996,136.19333333333333,131.86822222222224,140.02272727272728,128.75712328767122,130.0933507853403,150.6438888888889,137.99499999999998,101.60499999999999,128.26697916666663,149.56645161290322,126.6853846153846,142.24075471698114,145.26583333333335
19,driving,2020-02-01,131.91696428571433,120.01999999999998,131.514375,118.0863829787234,126.0463513513513,124.70102564102567,124.95545454545454,110.14333333333333,118.23074626865672,131.11694444444444,120.38,109.90166666666666,144.21315789473684,131.03749999999994,123.70712499999999,147.28699999999998,134.95685714285713,121.67696969696972,122.62294117647059,137.465,127.19692307692308,120.73187500000002,137.4606060606061,141.9826923076923,130.15,129.284126984127,127.4981818181818,147.76608695652175,131.21727272727273,157.08499999999998,116.96857142857145,131.26185185185184,134.44939393939393,129.87898876404495,124.69818181818182,127.50000000000004,122.05537037037035,140.73758620689654,127.77753623188408,141.351875,132.12833333333333,125.34133333333332,154.12545454545455,119.11013698630133,122.90633507853403,156.965,148.82166666666666,109.26,125.66864583333329,148.2287096774194,117.08000000000001,153.37283018867925,143.29666666666665
20,driving,2020-02-02,97.74767857142855,84.27833333333334,97.71499999999999,87.26659574468084,89.70000000000003,100.2279487179487,90.03818181818183,80.89,90.61417910447764,95.6028703703704,136.46,81.74999999999999,90.2615789473684,90.81058823529413,86.23400000000002,97.57779999999998,86.96199999999997,89.44363636363641,81.53352941176472,102.9857142857143,91.79499999999999,87.04812499999998,98.93727272727276,95.05788461538464,88.29084745762714,87.65555555555555,86.03727272727272,97.9773913043478,92.65272727272728,119.30300000000003,84.46142857142857,100.02444444444446,92.50242424242423,95.47786516853934,80.24727272727273,87.8515730337079,87.41222222222221,104.29448275862067,91.38478260869567,105.105625,92.73666666666666,91.30222222222226,99.68636363636364,89.94287671232877,90.16654450261775,107.66944444444444,117.46750000000002,97.875,92.778125,103.24774193548384,89.47769230769231,105.14415094339623,108.94333333333334
21,driving,2020-02-03,103.7626785714286,100.86500000000001,107.265625,95.64744680851065,102.24243243243244,90.22589743589744,100.93181818181819,99.17999999999999,102.93850746268659,105.7417592592593,123.82,98.23,104.1,98.79441176470591,98.48937500000004,104.81360000000001,98.41199999999998,99.77984848484851,99.68882352941176,103.90714285714286,101.21192307692307,96.79124999999999,102.36181818181814,94.28365384615384,102.11542372881357,99.3925396825397,97.3290909090909,97.09695652173913,110.59272727272727,97.28099999999999,97.06428571428573,102.04370370370371,98.78363636363636,103.87674157303371,96.57454545454547,98.91719101123594,99.78277777777778,107.80344827586208,98.96289855072462,110.9625,100.75666666666666,104.97422222222221,99.56181818181821,101.4271232876712,102.24047120418848,98.60111111111114,97.46083333333331,96.515,99.63322916666668,115.62612903225806,100.60076923076923,97.28660377358491,81.01666666666667
22,driving,2020-02-04,104.24482142857146,101.69166666666666,104.16875,95.69531914893615,102.24567567567568,81.25153846153849,102.00636363636363,96.09333333333332,103.28910447761196,104.9624074074074,133.71,99.74333333333334,109.3263157894737,101.49573529411765,101.29662499999999,103.8676,98.5562857142857,101.57969696969694,102.05176470588236,102.93285714285715,103.23384615384614,101.43437499999997,103.44833333333335,97.33711538461537,102.29389830508475,97.58857142857146,100.70636363636363,104.18000000000002,107.4281818181818,101.701,98.78142857142859,92.57851851851852,100.09136363636364,104.91808988764042,105.91181818181816,102.11460674157303,94.14851851851851,107.74896551724139,99.42144927536232,112.9925,103.88166666666666,104.16466666666666,105.94454545454545,99.80328767123288,100.96204188481677,109.51277777777779,92.5575,98.825,101.11802083333329,116.6616129032258,100.33230769230771,101.2643396226415,101.03499999999998
23,driving,2020-02-05,97.74446428571423,104.40499999999999,104.10812500000002,91.70638297872338,105.40324324324324,94.92333333333335,101.69272727272728,97.37666666666667,106.42194029850747,103.42296296296298,118.34,102.97000000000001,104.42263157894736,95.2425,100.00887500000002,104.3692,93.64628571428574,101.74560606060604,98.41176470588235,107.00285714285712,101.16884615384616,102.93250000000002,105.64303030303032,96.89423076923075,94.80457627118648,80.01269841269843,97.05727272727273,104.39608695652174,105.69909090909091,102.49600000000001,99.85285714285713,97.76666666666667,100.63545454545456,103.01853932584265,101.73,100.31325842696629,60.708888888888886,111.93827586206896,100.1959420289855,116.18437500000002,108.02500000000002,105.09155555555553,106.7809090909091,100.59684931506848,86.61408376963351,107.14333333333335,97.895,106.005,98.87947916666667,119.6025806451613,103.16384615384615,103.36622641509436,112.34666666666669
24,driving,2020-02-06,109.4292857142857,110.65500000000002,114.32374999999999,103.18468085106386,112.06567567567566,118.30615384615386,101.88272727272728,98.45666666666666,114.35641791044776,101.8909259259259,155.36,106.80333333333333,114.45842105263158,103.59441176470588,98.70037500000004,111.50619999999998,106.63028571428572,107.56772727272725,105.2078431372549,80.93999999999998,106.42769230769233,100.60125000000001,111.76181818181817,106.93730769230771,108.63881355932203,100.94603174603176,100.12636363636362,115.33826086956519,113.50363636363636,89.2,102.84904761904761,109.4874074074074,98.01939393939396,99.49853932584274,110.7690909090909,100.6532584269663,96.02851851851852,121.06068965517242,102.76695652173913,123.209375,110.39666666666666,99.78577777777777,116.58545454545455,108.677397260274,102.43240837696334,119.65722222222222,93.07333333333334,108.17,101.65802083333328,126.48580645161292,115.87769230769231,114.47358490566042,101.25250000000001
25,driving,2020-02-07,136.87375,127.69666666666667,137.191875,122.44808510638299,132.24648648648645,133.1607692307692,124.46272727272726,114.04,131.00298507462688,132.9123148148148,239.41,109.33666666666666,144.44736842105263,125.3226470588235,121.16537500000004,128.46860000000004,126.65914285714287,115.76363636363637,129.22980392156862,91.83999999999999,126.64500000000001,121.24,136.48772727272726,135.1296153846154,132.49169491525424,126.53492063492064,121.22818181818182,131.59478260869565,132.1209090909091,129.44199999999998,117.0952380952381,127.51296296296297,103.50015151515149,129.77202247191013,127.35999999999999,115.34539325842702,126.50833333333334,158.65413793103446,112.69347826086958,140.01375,133.6016666666667,131.46688888888895,135.46545454545455,117.68315068493146,132.55465968586395,152.4022222222222,126.53833333333334,103.88499999999999,126.96572916666669,157.2851612903226,119.61961538461536,140.9279245283019,115.79666666666667
26,driving,2020-02-08,126.48142857142855,122.75999999999999,137.055625,122.47382978723404,132.11499999999995,137.2138461538462,129.83272727272725,114.32000000000001,123.40014925373136,115.88009259259259,204.03,112.95666666666666,138.7052631578947,130.72294117647056,124.17662499999997,145.41719999999998,132.6,114.45939393939395,122.00843137254901,139.35857142857145,129.0642307692308,123.14937499999998,138.28863636363636,141.50250000000003,129.45677966101692,130.58761904761906,125.21545454545453,141.97695652173914,136.23090909090908,168.05700000000002,118.98285714285716,130.06185185185186,125.14909090909092,125.00494382022474,122.13363636363634,121.6841573033708,119.32759259259255,155.51620689655175,121.74594202898552,146.835625,139.97833333333332,117.38333333333331,147.16454545454545,115.90863013698628,124.79837696335076,152.6772222222222,157.1866666666667,115.375,125.3552083333334,157.09580645161293,112.75423076923077,153.51169811320756,126.22166666666668
27,driving,2020-02-09,103.38017857142859,94.54333333333334,113.70124999999999,85.51127659574466,107.7456756756757,107.73153846153843,97.7309090909091,91.04,101.86626865671646,101.97518518518521,145.97,93.92666666666668,100.38421052631577,97.19426470588235,92.37687500000001,99.39499999999998,99.66285714285718,92.26181818181817,91.06254901960787,115.45928571428571,104.60884615384614,95.965,108.44454545454548,92.44903846153849,98.27,100.05777777777777,102.14545454545456,109.20782608695649,108.79272727272729,148.06,94.80571428571427,112.13074074074075,105.42757575757577,102.90314606741572,90.83909090909091,94.04280898876404,91.8696296296296,138.3151724137931,98.49405797101448,113.18,102.565,99.72644444444444,103.02727272727275,95.51753424657532,98.6579057591623,112.14833333333333,150.40999999999997,106.91,104.59614583333335,126.19322580645161,98.43923076923078,106.75320754716978,107.21749999999999
28,driving,2020-02-10,105.51732142857145,100.55,107.67562500000001,98.18212765957446,109.23567567567568,99.2169230769231,99.72636363636364,98.90666666666668,109.0574626865672,108.06611111111113,128.56,113.94999999999999,112.55894736842104,102.95294117647055,102.79662499999998,100.83680000000003,103.14257142857143,101.76909090909092,97.61117647058823,97.22142857142856,103.51576923076922,97.858125,102.70045454545458,98.41750000000003,98.47203389830507,100.91714285714286,99.98363636363636,103.94521739130433,111.92272727272726,110.16600000000001,99.02904761904763,101.94962962962964,101.70621212121213,106.1891011235955,101.88636363636364,101.62022471910105,101.32462962962961,118.7293103448276,100.1317391304348,113.26000000000002,103.32666666666667,107.3042222222222,106.4809090909091,101.54849315068496,101.2706282722513,110.0422222222222,102.06083333333335,103.38499999999999,100.9896875,120.29935483870968,106.1219230769231,102.8688679245283,105.34333333333335
29,driving,2020-02-11,108.25910714285715,103.57166666666667,103.53750000000001,101.34957446808508,108.50783783783781,97.90820512820513,103.14999999999999,99.37666666666667,110.50820895522388,108.22944444444447,134.85,102.61666666666667,113.50842105263159,108.13926470588233,107.11812499999999,109.71800000000002,108.75828571428573,106.67333333333335,104.57823529411762,106.75142857142859,103.75923076923075,103.393125,107.78287878787881,103.56057692307695,106.36932203389834,103.72031746031749,105.54636363636364,112.64913043478258,112.42636363636365,115.872,102.75,93.19555555555554,105.44242424242422,106.87516853932584,111.05181818181815,106.87573033707864,102.3587037037037,115.40310344827589,103.17855072463767,120.726875,107.61333333333333,108.07511111111107,109.86454545454545,107.30890410958904,98.82015706806291,112.17111111111112,100.27583333333332,101.765,101.87541666666664,122.35774193548386,108.25769230769232,106.12962264150943,110.5175
30,driving,2020-02-12,106.85071428571423,102.42666666666666,112.17062500000002,99.22063829787234,110.4468918918919,102.15538461538462,105.62727272727274,103.22666666666667,114.38865671641791,111.7037962962963,125.68,105.695,120.71736842105264,102.16323529411764,103.107375,102.69019999999996,95.05685714285711,104.46151515151514,106.99999999999999,113.36571428571429,107.75115384615385,107.99375,110.74151515151516,93.70519230769233,102.0759322033898,94.79904761904761,104.02727272727275,109.20826086956524,114.78363636363635,107.14200000000001,104.65238095238097,106.12407407407409,107.06424242424244,108.26426966292134,91.49,106.80112359550557,100.37629629629627,120.09137931034483,105.78724637681161,128.445,114.99333333333333,110.42533333333334,94.46909090909092,107.02095890410959,103.56261780104714,116.80722222222224,104.2025,103.44,105.12197916666662,125.15064516129031,108.60076923076923,105.13226415094339,112.91166666666668
31,driving,2020-02-13,127.39446428571425,116.44333333333334,128.390625,116.36382978723405,121.14986486486484,122.27128205128204,111.78454545454544,108.72333333333334,126.61761194029852,123.5019444444444,141.76,112.24666666666667,136.66631578947369,110.74147058823526,105.96,102.1392,109.83028571428571,120.67045454545456,120.94098039215687,92.08500000000001,117.7826923076923,110.204375,114.65833333333336,105.69846153846153,122.51949152542376,108.84952380952379,117.79,118.5282608695652,126.16454545454548,101.184,110.57476190476189,128.04925925925923,110.7048484848485,117.85146067415731,119.52000000000002,108.23943820224719,113.47759259259259,129.20655172413797,115.051884057971,142.9875,123.33666666666666,129.43533333333332,124.08909090909091,118.3586301369863,119.78366492146591,146.49222222222224,110.15666666666668,115.725,116.22031249999996,132.98,117.67115384615387,115.17584905660381,119.62166666666667
